Dia_do_Teste;MSFT_Real_US$;MSFT_Previsto_US$;NVDA_Real_US$;NVDA_Previsto_US$;GOOGL_Real_US$;GOOGL_Previsto_US$;META_Real_US$;META_Previsto_US$
203;470,0196228027344;476,8098215260175;142,59640502929688;138,64420552764068;175,69395446777344;173,96001439341262;691,9013671875;679,7751926770927
204;468,2001953125;477,26516464263756;143,92608642578125;139,61133897330186;178,1983337402344;176,0463698829654;700,2155151367188;679,1713218078386
205;469,89035034179693;476,46525217206755;142,80625915527344;139,52083631777234;176,9511260986328;178,24810298211017;691,9811401367188;677,7517370237392
206;476,104248046875;480,6068172661505;144,9759063720703;140,8976764964154;175,30484008789062;178,53517306415418;691,20361328125;680,7306218710438
207;472,2168273925781;483,3949419114564;141,94639587402344;141,6710072375343;174,27716064453125;177,20420539857682;680,7462768554688;680,077507797745
208;476,37274169921875;480,8918873474803;144,66595458984375;140,15088471179203;176,3724365234375;176,46998682141336;700,4749145507811;673,1136114588569
209;475,2790832519531;482,5728193848236;144,09603881835938;141,70287493962402;175,5542755126953;177,4589360969123;695,5963134765625;683,2369785319369
210;477,4663391113281;482,4549843619929;145,455810546875;141,7133175639971;172,93020629882812;177,311856126625;694,1397705078125;683,0270287850161
211;474,6427307128906;483,2079500558882;143,8260955810547;141,91147748467478;166,26522827148438;176,60248465105647;680,7512817382812;682,1506281854809
212;483,1930847167969;480,44253907983637;144,1460418701172;141,02867433794;164,8184814453125;172,68766842440326;696,8933715820312;672,0501490332364
213;487,2793273925781;484,01571756937483;147,87539672851562;141,40934731006368;166,3949432373047;171,72756718417529;710,5313110351562;677,7728669619808
214;489,4268798828125;492,0302264476392;154,28436279296875;144,69460272416887;170,29612731933594;174,1292784239677;707,01953125;695,3714994686998
215;494,5769653320313;495,45286659394833;154,99423217773438;148,88438546437564;173,14968872070312;175,59097930993397;724,3888549804688;696,1237028752998
216;493,07568359375;499,33610067590064;157,72378540039062;152,2584243566628;178,12847900390622;177,45583034675997;731,9110717773438;705,1713568807705
217;494,53717041015625;497,9614083060705;157,96376037597656;151,98357824787934;175,83364868164062;178,25849099954357;736,3606567382812;702,2725799232699
218;489,2080993652344;502,0986071782949;153,2745361328125;154,7015886437;175,44451904296875;179,77763326659326;717,5348510742188;720,4695993163783
219;488,2536926269531;496,9944932169106;157,22386169433594;152,9113131630043;178,23822021484375;178,5430154047041;711,8981323242188;710,6257384383331
220;495,9589538574219;495,8074686581708;159,3135223388672;154,21568350276195;179,126220703125;180,4630648594996;717,3253784179689;705,1801985046303
221;494,8453979492187;497,96946377565865;158,21371459960938;156,74589033381255;176,3923797607422;182,16285988128217;716,6668701171875;706,5213367808186
222;493,75173950195307;497,79984559625757;159,97340393066406;156,5659958104346;173,9678497314453;181,09291152590964;718,9814453125;702,8299268846911
223;500,6019897460937;496,22832867717307;162,85293579101562;157,33032014444876;176,2227783203125;179,40687200845807;731,0631103515625;700,4054744569568
224;498,5836791992187;502,91290969136844;164,07273864746094;160,12485483310456;177,22052001953122;180,89199393570996;725,5360107421876;710,9265440139586
225;500,4130554199218;502,17413001512404;164,89259338378906;161,54322477584572;179,7847442626953;181,80578091174277;715,8288574218749;711,3710630238638
226;500,1147766113282;503,398603671406;164,04273986816406;162,70179744571092;181,15164184570312;184,7024249823192;719,2308959960938;704,2591228858935
227;502,89862060546875;501,0318559530479;170,671630859375;162,28830471026546;181,59068298339844;186,31207867062568;708,7255249023438;701,150249392625
228;502,6997985839844;502,57359185755945;171,34152221679688;166,12128373211135;182,55848693847656;187,3315873557131;701,2630615234375;695,0123833645473
229;508,7446594238281;501,71208106464155;172,97125244140625;166,66838927981232;183,1671142578125;187,70913207718945;699,7665405273438;688,5736404836724
230;507,1041564941406;504,3121839806166;172,38134765625;168,4452044638943;184,64378356933594;188,23458704623022;702,6298828125;683,0688191958576
231;507,11413574218744;505,48975245097336;171,35153198242188;168,92696950161314;189,67245483398438;189,24052565317885;711,2994995117186;681,3311414823336
232;502,3517761230469;504,72918287255567;167,00225830078125;168,46828177302746;190,90966796874997;193,05423319091122;703,1586303710938;685,7200052992703
233;502,94830322265625;504,14777968596167;170,75161743164062;166,78932844050132;189,80216979980466;194,86187780613545;711,9081420898436;686,797627998597
234;507,9294128417969;504,8118935276601;173,7111358642578;167,34797477352873;191,73780822753906;194,87426076423162;713,1251831054688;690,4120595672973
235;510,7430725097657;507,2053979754096;173,47117614746094;169,2146264865532;192,74551391601562;197,32162376655043;711,0101928710936;691,8574763721118
236;509,5400085449219;511,08446516420275;176,7206268310547;171,42445722498974;192,1468811035156;199,3799587592964;715,9486083984376;695,536621045402
237;509,609619140625;510,1396510215296;175,48081970214844;172,86949573028684;195,30973815917966;200,46870742102254;698,3599243164062;694,995854923894
238;510,2757568359375;505,9374876483447;179,24021911621094;172,7898181493143;196,08799743652344;201,07060691558945;693,5811767578125;680,6422085111001
239;530,4187622070312;508,0652202949773;177,84043884277344;174,24402135108537;191,46839904785153;202,9582749173632;771,6278076171875;676,0956088471229
240;521,0829467773438;525,8263539232333;173,69113159179688;176,3703215419419;188,70465087890622;200,75091982230643;748,2527465820311;734,3645984650094
241;532,5463256835938;516,012621928457;179,9700927734375;172,7577349065783;194,60133361816406;196,32571926322422;774,5509033203124;727,4763585195553
242;524,7019653320312;524,1471837780276;178,23037719726562;176,16454869481564;194,232177734375;199,9360646232082;761,6712646484375;742,2408325751762
243;521,908203125;520,7629486550921;179,3901824951172;176,50650942932907;195,6489715576172;200,17678664077724;770,1812133789064;739,4019511194568
244;517,8318481445312;517,7920698204454;180,73997497558594;176,83428705392618;196,07801818847653;200,4420690300019;760,0449829101564;739,4950381928448
245;519,0249633789062;514,4522533015728;182,66964721679688;178,43580640476523;200,96699523925778;200,57165341305983;767,4975585937499;733,5007055391761
246;518,7565307617188;514,5151753712591;182,0297393798828;179,53505348175696;200,54794311523435;202,338271774397;764,0755004882812;730,9528682947439
247;526,183349609375;516,0519141418033;183,1295623779297;180,8230164894803;202,8826751708984;202,92410764445162;788,1489868164062;735,7097481213452
248;517,5733642578125;519,5088240214756;181,55982971191406;181,5294912402896;201,50579833984372;205,45135286911034;778,2523193359374;745,3115889457231
249;519,4623413085938;515,1513355853701;181,98974609375;180,65469545950666;202,48358154296872;204,3738220247244;780,2974243164062;747,6123559076739
250;517,1657104492188;514,3087295876518;180,42001342773438;180,55595206212863;203,44140624999997;204,9823609865628;783,3901977539062;748,1375696081474
251;514,1134643554688;512,0798413436639;181,979736328125;179,05202266329337;203,04232788085935;205,7992128011686;765,572021484375;748,869821037695
252;506,82577514648443;510,69576238856916;175,61080932617188;180,30647385989536;201,11668395996094;205,61865119594054;749,71923828125;742,6800570697571
253;502,79916381835943;501,5218699738652;175,370849609375;176,4803059916616;198,87171936035153;203,17729143484593;745,9680786132812;728,859112111291
254;502,15185546875;492,5878177125336;174,95091247558594;173,1789730276881;199,3007354736328;202,61610285029616;737,3682250976562;712,9221139586427
255;505,1295166015625;492,81590552890657;177,96043395996094;174,0073246496584;205,62648010253903;204,23099432384004;753,0214843749999;712,838670476421
256;502,17181396484375;490,3159668185522;179,78012084960938;172,98753117494007;208,0211029052734;206,1684986315715;751,5349731445314;711,2673054006053
257;499,96099853515625;493,028408322728;181,7397918701172;176,18702058277668;206,67411804199216;208,6808558018138;752,3331298828125;720,726522349002
258;504,6415100097656;491,2469536108859;181,56983947753906;177,36548141494876;207,0133514404297;207,97192012937586;745,62890625;719,716948659579
259;507,52951049804693;493,3259631033768;180,1400604248047;178,29932225674145;211,16401672363278;208,84661600756172;749,35009765625;718,4141342453835
260;504,59173583984375;494,4669340150596;174,1510467529297;177,55810424297806;212,43115234375;210,35823176339255;736,9691772460938;714,7680418225783
261;503,0282287597656;491,5152586114879;170,75161743164062;173,91923150131228;210,87466430664062;211,95408165200726;733,3875732421875;707,4955784348354
262;503,2572937011719;483,5590559704035;170,59165954589844;169,20709979821598;230,14123535156247;210,09245957554484;735,3230590820312;693,6558332400156
263;505,866455078125;489,0905409669077;171,63148498535156;168,17310007267636;231,7775421142578;221,14826804308362;746,8959350585938;692,0238926610543
264;492,9501647949219;493,0416613000421;166,9922637939453;170,04297119417515;234,47148132324216;225,03557640039526;750,6870727539062;711,5875001618891
265;496,13690185546875;487,69480613783713;168,2820281982422;167,33120289333837;233,72247314453125;226,8490480665621;750,5373535156249;713,6893261231208
266;496,34603881835943;487,71383305956687;170,7316131591797;168,20801093114082;239,30491638183594;228,97825538516932;763,9059448242188;719,9477273201825
267;498,29791259765625;490,62897143858504;177,300537109375;170,1736907013736;238,84552001953122;231,33881809942235;750,2180786132812;728,7730302471577
268;498,9352722167969;492,8071886949494;177,1505584716797;175,3287696439333;240,0438995361328;233,3971257404396;749,1406250000001;723,3567803931618
269;507,7884521484375;491,90206943128925;177,80047607421875;177,1156332617765;240,4733123779297;234,25680509482626;753,8197021484375;720,2442739541998
270;513,225830078125;495,1390948600377;177,73049926757812;177,54565889233635;251,26864624023432;235,60099657075523;762,9082641601561;717,3526485567432
271;506,9320068359375;499,5682716086453;174,86080932617188;176,9087947553753;250,81925964355466;240,49194403178092;777,1747436523439;720,992949860269
272;507,9079284667968;499,3676961663377;170,27130126953125;176,7032230313581;249,19146728515625;243,30854284979722;773,9024658203125;734,1123043185975
273;506,3444519042968;496,11893025342147;176,2206573486328;173,9334078122234;251,68807983398438;242,99781016470658;778,421875;737,6019128236092
274;515,78515625;497,8788082686026;176,6505889892578;177,16473973547315;254,3744354248047;245,0478386021186;776,5562133789064;744,1437656378698
275;512,319580078125;504,22486476874394;183,58984375;177,99405826114895;252,18739318847656;246,92868477288448;763,8824462890625;746,0733146659059
276;507,1212463378907;505,1742807877382;178,410400390625;182,50647304073559;251,3185882568359;247,80966750314153;754,1387329101561;743,4295405960823
277;508,03738403320307;499,2929043425074;176,9505615234375;181,99103874026127;246,80470275878903;246,1146091931224;759,3899536132812;730,2764766019862
278;504,9303283691407;497,1649500637411;177,67050170898438;181,1084193913106;245,45654296875;243,87166228595788;747,6595458984375;726,741117557973
279;509,34197998046875;498,03952449287414;178,17044067382812;180,72545661093991;246,20552062988278;241,68999643122447;742,5081787109375;720,3815243613559
280;512,4689331054688;500,3443265981806;181,83004760742188;181,83603374655286;243,7189025878906;243,64433408747473;742,1587524414062;718,6426451570452
281;515,8051147460938;501,4679334773529;186,55950927734375;183,6322735160418;242,77020263671875;242,00736374514986;733,1538696289062;714,0138176235687
282;517,557861328125;503,0539578957746;187,21945190429688;185,45572772331852;244,56774902343747;240,91547346573432;716,1422729492188;709,6351740608105
283;513,604248046875;504,52597226463513;188,8692626953125;186,8754430012506;245,3566741943359;241,47326521721763;725,8360595703124;696,3958507084395
284;515,20751953125;502,5314947026181;187,5994110107422;189,29240520435033;245,0171508789062;242,14760946874216;709,3735961914061;700,1275675031302
285;526,3811645507812;500,74765385374917;185,51962280273438;188,9307053636046;250,0902404785156;239,30976951915432;714,4650878906251;691,8119778793786
286;521,8101196289062;509,52552530659347;185,01968383789062;188,18516557352666;245,42657470703122;243,8821454862737;711,889404296875;682,8594626953121
287;522,676513671875;509,5647763657315;189,0892333984375;189,05480923112006;244,28813171386716;242,90467597118268;716,6414794921875;686,9137237906331
288;520,2366943359375;510,78333790476546;192,54885864257812;190,24972608713895;241,2023162841797;241,1872562697795;732,2852783203125;689,069285566501
289;508,84405517578125;509,0039754828292;183,139892578125;193,09086862675866;236,24906921386716;238,2003613819478;704,1223754882812;699,4069855468914
290;511,9212341308594;497,5086369635597;188,29933166503906;187,0672507376749;243,81875610351562;233,95338182242378;714,5050048828125;686,1930525762618
291;511,4432373046875;503,55180907442525;180,01022338867188;189,21728966565365;245,11698913574216;238,28429324192274;707,4667968749999;691,4451778787699
292;511,3038024902344;497,8936053025312;179,8102569580078;184,37608431270664;250,68942260742188;238,65381565405804;716,3519287109375;679,9199154228779
293;509,49133300781244;500,5449304555435;181,7900390625;183,3783231337584;251,1188507080078;242,39182537128843;710,881103515625;685,7368660955701
294;511,4532470703125;497,19209896851135;183,19989013671875;182,41728414144134;252,95634460449213;242,96908016138892;715,7229614257812;683,0686364242407
295;514,6498413085938;498,23403900929713;182,6199493408203;182,6455650933791;256,2019348144531;244,33841673965668;730,9475097656249;683,1167550884729
296;515,5162963867188;501,6289990030774;181,14010620117188;183,64357230530305;250,12020874023438;247,3359065487538;732,0457153320312;695,0368381733906
297;518,3843994140625;500,9006240785385;180,2602081298828;182,02576238322564;251,3485412597656;243,6158016671214;732,1854248046875;698,7955934024417
298;518,404296875;505,5201671424342;182,13999938964844;181,58911496959558;252,73666381835938;244,70087770491588;732,7744750976562;700,3949085387271
299;521,441650390625;508,03169666845776;186,23953247070312;183,39634618897148;259,56738281249994;245,71078334412275;737,127197265625;708,6227878328665
300;529,3189697265625;508,20764984408913;191,46897888183594;186,339884060525;268,9046630859375;248,04588484756553;749,5663452148438;707,9687120913387
301;539,8252563476562;518,841742909904;201,0079345703125;190,6230227078856;267,1071472167968;254,81837287586805;750,1853637695312;715,8857992455197
302;539,307373046875;528,3574445951816;207,01727294921875;196,1301291092622;274,197509765625;256,6580722323479;750,4149169921876;718,7756673487513
303;523,582763671875;529,9016837363745;202,8677215576172;202,0813585654218;281,09814453125;259,7518513161332;665,3572387695312;713,5468701667376
304;515,6656494140625;520,764025384591;202,4677734375;198,8642026981198;280,8085021972656;267,5652232982451;647,2674560546875;644,1237992305776
305;514,888916015625;511,29190155905627;206,85728454589844;199,65265510343383;283,3350830078125;266,16375898548984;636,645263671875;635,8082565408777
306;512,2001342773438;510,17751600011917;198,66818237304688;203,95698806901822;277,16345214843744;267,5288910840268;626,2725830078125;630,0007323737265
307;505,0597839355468;500,2343400304195;195,18858337402344;198,64648391165812;283,92425537109375;263,404805539617;634,88818359375;612,2641409225898
308;495,04144287109375;497,6271271200839;188,05935668945312;196,32340631738114;284,3636779785156;266,0246025573341;617,9065551757812;614,6946693488496
309;494,7626037597656;487,6944104171917;188,1293487548828;190,62362565834823;278,45172119140625;266,82904181685217;620,6719360351562;603,0156822174664
310;503,9045715332031;483,009051895526;199,0281524658203;186,63195209516275;289,7064208984375;264,96905687141276;630,7052001953125;595,2866708525605
311;506,57348632812506;492,06387106302714;193,1387939453125;194,01003405593212;290,914794921875;271,2834638931743;626,0330200195312;607,4307554048677
312;509,02331542968744;491,1475345331925;193,7787322998047;193,01812044747606;286,3210144042969;272,9741358694612;607,9931640625;603,621174418225
313;501,205810546875;491,3485364262075;186,8394775390625;192,7209873715666;278,19207763671875;272,4371113012549;608,8717041015625;595,5648331901883
314;508,0672607421875;484,76666632352845;190,14910888671875;188,13552872269187;276,0350036621094;266,7560888299036;608,4424438476562;588,3312554128554
315;505,3883972167969;484,2391465470308;186,5795135498047;186,7050006569792;284,63330078125;263,6333395362872;601,0048217773438;585,6697471353712
316;491,74517822265625;482,72913488702056;181,340087890625;184,7773114826663;283,8943176269531;268,5448304797797;596,6920776367188;578,0959113964298
317;485,10275268554693;473,8117787324414;186,49952697753906;180,14542463443308;292,4127502441406;266,6034177754872;589,3343505859375;569,1878001613577
318;477,3404846191406;474,3549538680109;180,6201629638672;181,84711509508813;289,05731201171875;270,73613719382536;588,1663208007812;566,5366846050349
319;471,04486083984375;469,905861711298;178,86036682128906;182,05412766212575;299,25347900390625;271,5808254464299;593,2578125;566,4907329797054
320;472,92059326171875;464,02233634448214;182,52996826171875;177,43155308522924;318,14776611328125;273,72572311794806;612,0264282226562;563,9440443261763
321;475,90374755859375;468,7966998262761;177,80047607421875;179,30046092713607;323,0011901855469;284,42761619673973;635,1576538085938;578,3143515336434
322;484,3943786621093;469,93704419129483;180,24020385742188;177,43431470203024;319,5159606933594;290,51142956101313;632,5520629882812;591,5495408306936
323;490,8895874023438;478,68506144889307;176,98056030273438;182,75319338990383;319,7456359863281;292,14308039869155;646,8681640625;608,2986956727575
324;485,6315612792969;481,02065688817004;179,90025329589844;183,00432277334923;314,46282958984375;294,5372643788447;639,7999267578125;617,1219393839841
325;488,88415527343744;473,9350874499204;181,44007873535156;180,81788907339495;315,38153076171875;290,4641596813872;646,01953125;610,4689641180993
326;476,64208984375;476,7114014332829;179,57028198242188;184,23925641420163;319,19635009765625;291,0407493078691;638,5320434570312;617,4997419772167
327;479,7449951171875;469,7413598688708;183,37008666992188;182,4591434934478;317,1890869140625;291,5279892637111;660,425537109375;616,4715334053063
328;482,0597229003906;472,9893793309964;182,40013122558594;185,23105233306993;320,8341064453125;294,3306208351284;672,2955932617188;632,9358125676912
329;489,9018249511719;471,9440489032425;185,5399627685547;185,4091067174912;313,49932861328125;295,04213960142084;665,6866455078125;636,1042857947965
330;490,89953613281244;476,3399833317275;184,95999145507812;187,3158318838529;316,85693359375;292,0138606379239;655,8631591796875;639,8423884361724
331;477,4701843261718;480,4859869817087;183,77005004882812;188,3165003179629;319,9847412109375;292,0356863707237;649,0444946289062;634,880144548677
332;482,36901855468744;474,9347678619757;180,92019653320312;186,21172900501168;312,210205078125;291,98069891828425;651,6201782226562;627,9295439791778
333;477,4402770996094;476,3134408661349;175,01052856445312;184,27623040082227;309,07244873046875;290,8533998944167;643,1543579101562;628,0710984472097
334;473,73870849609375;473,8755031702508;176,28045654296875;182,30031288092204;308,003173828125;287,54717103823776;646,9561157226562;633,3562227039818
335;475,3051452636719;471,1499858859944;177,71038818359375;180,81182558588284;306,3543395996094;284,0003530111193;656,587890625;629,7545075716334
336;475,0357360839844;471,08846143220757;170,93075561523438;181,48162727288258;296,5112609863281;282,04402787413665;648,9443969726562;634,733322349021
337;482,8778686523437;466,5691878075245;174,1305694580078;177,30322797563727;302,2472229003906;278,1869732391892;663,881591796875;631,5283536227307
338;484,8134460449219;473,06789360636975;180,98020935058594;178,774253358106;306,9439392089844;280,1009161748027;658,2064819335938;643,2386666242662
339;483,81573486328125;479,2914538241266;183,6800537109375;180,14271540033403;309,56207275390625;282,53524125414964;660,9341430664062;641,6669770985858
340;485,74133300781256;480,55121891225224;189,19976806640625;184,98520059340052;314,1288757324219;284,9896877069025;664,3711547851562;647,517818535051
341;486,90863037109375;485,8663060564872;188,59979248046875;188,59610793487377;313,8690490722656;286,83500846055625;666,9789428710938;649,4313075451001
342;486,59936523437494;485,2267171585802;190,51968383789062;190,40680956140383;313,2894592285156;287,6708081335939;662,7225952148438;647,1238032525866
343;485,9907531738282;484,2821528911243;188,20980834960938;192,230807112496;313,33941650390625;286,91667568963874;658,1265258789062;643,3202683309744
344;486,3699035644532;479,8219843926214;187,52984619140625;189,97757572978105;313,6292419433594;286,58164291325323;665,3803100585938;636,263060386208
345;482,5186767578125;481,24210633659396;186,4899139404297;190,1001129483745;312,7798156738281;286,77992433648365;659,5253295898438;644,4185829382847
